Material ID,Material Name,Category,Durability Rating,Cost per Unit ($),Environmental Suitability,Supplier Availability,Lead Time (days),Sustainability Score,Thermal Conductivity (W/m·K),Compressive Strength (MPa),Fire Resistance Rating
2710,Brick,Insulation,10,83,All,High,30,6,2.18,266,C
2711,Stone,Structural,7,678,Coastal,Medium,10,9,2.13,147,C
2712,Aluminum,Insulation,8,179,Humid,High,27,5,1.87,214,A
2713,Concrete,Electrical,10,456,Dry,Medium,9,1,2.44,377,B
2714,Aluminum,Plumbing,10,143,All,High,27,2,1.51,83,B
2715,Brick,Electrical,8,581,Humid,Medium,25,6,1.01,194,A
2716,Glass,Insulation,7,532,Coastal,High,14,5,0.43,195,A
2717,Aluminum,Electrical,9,863,Humid,Medium,23,2,0.16,87,D
2718,Steel,Structural,8,547,Dry,High,30,10,1.09,252,B
2719,Stone,Plumbing,9,152,Coastal,Low,9,6,1.32,314,A
2720,Brick,Plumbing,8,962,Dry,High,26,10,1.12,108,C
2721,Wood,Insulation,10,870,Dry,Medium,9,3,0.28,219,B
2722,Brick,Insulation,6,460,Coastal,Low,29,8,1.96,26,D
2723,Plastic,Electrical,6,436,All,Low,25,4,2.34,46,B
2724,Insulation,Plumbing,6,624,Coastal,Medium,7,8,2.11,118,B
2725,Steel,Structural,10,511,Humid,Low,6,10,0.34,244,B
2726,Plastic,Plumbing,9,518,Humid,High,27,4,1.39,47,A
2727,Stone,Structural,6,449,Humid,High,18,7,1.96,385,C
2728,Concrete,Structural,9,572,Dry,Low,12,9,0.19,399,B
2729,Glass,Finishing,7,736,All,Medium,26,4,2.46,159,A
2730,Steel,Insulation,6,627,Humid,High,5,2,2.24,35,A
2731,Concrete,Electrical,9,644,Coastal,Medium,20,10,2.29,45,B
2732,Concrete,Plumbing,6,421,Coastal,High,24,1,2.2,198,B
2733,Concrete,Insulation,9,794,Humid,High,5,8,0.92,112,C
2734,Aluminum,Electrical,8,574,Dry,Medium,18,3,2.32,359,A
2735,Glass,Finishing,8,700,Dry,High,9,7,1.36,12,B
2736,Concrete,Electrical,8,871,Humid,Low,22,2,0.21,55,B
2737,Aluminum,Electrical,8,396,Humid,Low,25,1,1.79,10,B
2738,Wood,Finishing,9,488,Dry,Medium,29,2,1.17,18,A
2739,Wood,Electrical,7,967,Dry,High,23,3,2.39,365,D
2740,Concrete,Structural,8,786,All,Low,28,4,1.92,121,C
2741,Plastic,Insulation,6,902,Humid,High,30,4,1.92,228,C
2742,Glass,Plumbing,10,368,Coastal,High,6,5,1.4,101,D
2743,Glass,Structural,6,203,Coastal,Medium,5,9,2.35,337,A
2744,Aluminum,Insulation,7,315,Dry,High,10,3,1.89,385,A
2745,Plastic,Structural,6,532,Dry,Low,10,1,1.79,46,C
2746,Steel,Plumbing,9,577,Dry,High,20,1,0.71,242,B
2747,Concrete,Electrical,6,735,Dry,Medium,16,9,1.75,358,B
2748,Insulation,Insulation,9,667,Dry,Low,28,1,1.4,180,D
2749,Glass,Structural,10,637,Coastal,High,23,10,1.72,138,A
2750,Plastic,Plumbing,6,866,Dry,High,6,1,1.52,122,D
2751,Steel,Plumbing,10,681,Humid,Low,26,5,0.32,386,C
2752,Concrete,Finishing,6,345,All,High,10,7,0.53,385,D
2753,Glass,Plumbing,7,669,Humid,Low,12,6,1.87,196,A
2754,Brick,Electrical,8,674,Humid,High,9,10,1.13,34,C
2755,Glass,Insulation,9,216,Dry,Medium,15,5,1.23,135,A
2756,Aluminum,Insulation,7,179,Humid,High,24,4,2.44,78,A
2757,Steel,Finishing,8,984,Coastal,Low,6,5,2.23,305,D
2758,Stone,Insulation,9,970,All,High,29,5,0.6,137,D
2759,Glass,Electrical,6,410,Dry,Low,25,3,0.77,114,B
2760,Concrete,Plumbing,6,326,Humid,High,7,9,0.68,228,A
2761,Insulation,Structural,7,994,All,Medium,15,9,2.3,65,C
2762,Steel,Plumbing,7,429,All,Low,15,6,2.33,267,C
2763,Glass,Structural,8,92,Humid,Low,17,5,1.79,125,D
2764,Plastic,Plumbing,9,151,Dry,High,25,2,1.21,325,C
2765,Plastic,Structural,8,938,Humid,High,16,10,0.33,242,C
2766,Glass,Finishing,9,537,Dry,Medium,27,7,1.4,105,D
2767,Concrete,Finishing,7,253,Dry,Low,10,2,0.46,314,D
2768,Brick,Structural,8,741,All,High,19,3,0.65,200,C
2769,Stone,Structural,10,250,All,Medium,22,5,0.66,136,B
2770,Aluminum,Plumbing,6,559,Humid,Low,11,10,0.58,356,B
2771,Aluminum,Insulation,9,774,Dry,Medium,10,6,0.13,309,B
2772,Wood,Finishing,9,848,All,High,18,7,1.14,11,D
2773,Brick,Finishing,10,889,Humid,Medium,19,7,0.68,40,A
2774,Plastic,Plumbing,8,690,Humid,Medium,22,8,2.43,36,C
2775,Stone,Finishing,6,154,Coastal,Medium,5,8,1.58,227,C
2776,Concrete,Structural,8,559,Dry,Medium,7,6,2.0,68,A
2777,Steel,Plumbing,9,305,All,High,22,3,0.24,391,C
2778,Brick,Insulation,6,329,All,High,28,2,2.23,275,C
2779,Wood,Finishing,8,87,Coastal,Medium,16,9,1.74,305,A
2780,Wood,Electrical,9,628,Coastal,Low,14,9,1.33,280,C
2781,Stone,Finishing,10,659,Coastal,High,14,5,0.37,25,B
2782,Glass,Structural,10,74,All,High,5,6,2.32,228,B
2783,Aluminum,Structural,9,456,All,Medium,5,1,0.52,88,C
2784,Aluminum,Electrical,6,161,All,Low,20,10,1.97,387,A
2785,Plastic,Finishing,6,709,Coastal,High,18,8,1.22,154,A
2786,Concrete,Finishing,10,899,Dry,High,30,9,0.59,256,D
2787,Aluminum,Electrical,10,192,Dry,High,17,2,2.38,258,A
2788,Insulation,Finishing,9,211,Humid,Medium,15,2,0.65,322,D
2789,Plastic,Finishing,7,321,Dry,Low,11,1,1.86,140,A
2790,Stone,Insulation,10,211,Dry,Low,8,10,1.05,182,A
2791,Aluminum,Electrical,6,905,Coastal,Low,13,9,1.27,358,D
2792,Stone,Insulation,9,452,Coastal,Medium,29,2,0.46,213,A
2793,Aluminum,Plumbing,6,687,All,Low,29,5,0.6,302,B
2794,Wood,Electrical,8,228,Coastal,High,16,1,2.16,359,A
2795,Steel,Insulation,8,196,Dry,Low,15,8,1.13,12,C
2796,Concrete,Insulation,10,926,Dry,Low,28,8,0.21,354,C
2797,Wood,Insulation,10,106,Coastal,Medium,29,8,1.27,197,D
2798,Steel,Insulation,8,611,Coastal,High,26,7,0.72,173,A
2799,Concrete,Structural,7,744,All,Medium,16,8,0.53,307,C
2800,Aluminum,Structural,9,820,Coastal,Low,21,10,0.89,201,D
2801,Insulation,Structural,8,736,All,High,23,10,1.03,279,A
2802,Concrete,Electrical,8,165,Humid,Low,5,5,2.37,339,A
2803,Steel,Finishing,6,635,Dry,High,24,3,0.82,280,A
2804,Brick,Structural,9,493,Coastal,Low,25,7,1.86,360,B
2805,Insulation,Finishing,7,688,All,Medium,25,3,1.74,196,B
2806,Concrete,Structural,9,206,Humid,High,15,6,0.47,274,D
2807,Concrete,Electrical,6,304,Humid,Medium,6,3,0.64,391,B
2808,Plastic,Insulation,10,96,Dry,Low,21,3,0.65,337,D
2809,Stone,Plumbing,7,986,Dry,Medium,16,8,0.71,247,B
2810,Steel,Electrical,7,490,Humid,Medium,22,7,0.91,327,B
2811,Concrete,Insulation,10,641,Dry,Low,20,4,1.36,101,A
2812,Aluminum,Electrical,10,369,Humid,Low,24,9,1.52,74,C
2813,Stone,Finishing,10,117,Coastal,High,21,6,1.77,214,C
2814,Brick,Insulation,9,873,All,Medium,28,8,1.4,231,A
2815,Stone,Insulation,10,82,Coastal,Medium,29,1,2.11,52,B
2816,Plastic,Plumbing,6,363,Humid,High,9,2,1.09,275,B
2817,Stone,Insulation,10,854,Humid,Low,25,9,2.43,24,D
2818,Brick,Finishing,7,953,All,High,12,5,0.3,323,B
2819,Aluminum,Insulation,10,761,All,Low,24,3,0.99,112,B
2820,Plastic,Structural,9,776,All,Medium,8,9,1.28,222,C
2821,Wood,Plumbing,6,863,Dry,Low,16,8,1.8,210,C
2822,Glass,Insulation,6,372,Dry,Low,24,4,1.54,279,B
2823,Plastic,Finishing,9,138,Coastal,Low,19,9,0.32,213,D
2824,Concrete,Electrical,8,254,Humid,Low,25,4,0.13,326,A
2825,Aluminum,Finishing,10,59,Coastal,Low,10,3,1.76,326,A
2826,Plastic,Structural,6,703,Humid,High,23,6,1.53,209,B
2827,Plastic,Electrical,9,178,Humid,Low,15,4,1.83,116,C
2828,Wood,Finishing,6,932,Coastal,High,6,1,0.51,145,A
2829,Brick,Plumbing,6,89,All,Medium,28,1,0.3,305,D
2830,Steel,Plumbing,7,580,All,Low,7,2,1.16,291,D
2831,Brick,Plumbing,6,156,Coastal,High,5,6,1.7,146,A
2832,Glass,Insulation,9,817,Coastal,Low,27,8,2.48,217,B
2833,Stone,Structural,9,994,Humid,Medium,20,4,1.98,283,D
2834,Insulation,Plumbing,9,193,Humid,High,8,3,2.32,131,A
2835,Insulation,Electrical,6,932,Coastal,Low,29,3,1.82,381,D
2836,Wood,Insulation,7,858,All,Medium,5,2,2.12,399,D
2837,Glass,Structural,10,452,Coastal,Medium,5,2,1.83,363,B
2838,Concrete,Plumbing,8,216,Coastal,Medium,28,5,0.21,38,D
2839,Concrete,Finishing,7,57,Dry,Low,6,10,1.46,104,A
2840,Plastic,Structural,9,98,Humid,Low,26,2,2.36,315,C
2841,Insulation,Plumbing,10,650,Dry,Medium,30,8,2.45,192,A
2842,Wood,Insulation,9,685,Dry,Low,24,1,2.45,271,A
2843,Brick,Plumbing,6,87,Coastal,High,29,3,1.87,382,A
2844,Stone,Finishing,7,776,Coastal,High,17,6,1.33,393,D
2845,Plastic,Plumbing,8,109,Dry,High,30,1,2.24,350,C
2846,Aluminum,Electrical,8,705,Humid,Low,10,7,1.46,232,D
2847,Steel,Electrical,6,896,Dry,Medium,30,6,0.9,21,D
2848,Wood,Structural,6,704,Dry,Low,9,9,0.34,352,A
2849,Plastic,Finishing,8,355,Dry,Low,19,5,0.82,62,D
2850,Wood,Insulation,8,374,Humid,Medium,17,9,0.49,24,B
2851,Steel,Plumbing,6,539,Dry,High,7,2,2.3,24,B
2852,Glass,Insulation,6,113,Dry,High,24,5,0.38,253,C
2853,Steel,Electrical,7,169,Humid,Low,22,8,0.85,276,A
2854,Brick,Electrical,8,461,Dry,Medium,15,9,0.58,279,C
2855,Stone,Structural,7,149,All,Low,14,4,1.99,211,D
2856,Wood,Insulation,8,381,Humid,Medium,9,2,0.83,120,C
2857,Steel,Insulation,9,580,Coastal,High,9,6,1.75,370,C
2858,Steel,Insulation,7,693,Humid,High,16,5,1.54,165,B
2859,Insulation,Finishing,8,57,All,High,21,2,0.76,185,A
2860,Insulation,Electrical,8,826,All,High,10,5,0.18,244,D
2861,Brick,Plumbing,8,457,All,Low,21,2,1.26,252,C
2862,Insulation,Finishing,8,883,All,Medium,18,5,0.2,74,B
2863,Stone,Insulation,9,995,Dry,Medium,22,1,2.37,336,D
2864,Steel,Structural,6,918,All,High,29,9,0.82,30,D
2865,Glass,Electrical,10,974,Coastal,Medium,16,6,2.14,54,D
2866,Brick,Plumbing,6,134,Coastal,High,28,6,2.48,85,B
2867,Steel,Insulation,8,855,Humid,Medium,22,8,0.26,95,D
2868,Glass,Plumbing,7,141,Dry,Low,16,10,1.53,314,B
2869,Concrete,Electrical,9,821,Dry,Medium,18,8,1.98,122,C
2870,Concrete,Electrical,10,214,All,Medium,18,8,1.79,257,D
2871,Plastic,Insulation,8,561,Humid,Medium,10,7,1.84,301,C
2872,Plastic,Finishing,10,809,Dry,Medium,29,3,2.34,180,A
2873,Aluminum,Electrical,10,369,Humid,Low,18,3,1.21,313,D
2874,Brick,Plumbing,8,338,Humid,Low,30,1,0.79,81,C
2875,Plastic,Finishing,6,809,All,Medium,8,1,1.61,152,D
2876,Insulation,Structural,6,592,Humid,Low,18,10,0.42,319,D
2877,Brick,Plumbing,7,78,Dry,Medium,10,1,1.94,140,C
2878,Glass,Finishing,9,739,Dry,Low,6,8,2.08,206,B
2879,Aluminum,Structural,10,467,Coastal,High,9,3,1.21,331,A
2880,Wood,Insulation,9,149,Humid,Medium,15,2,0.51,63,B
2881,Aluminum,Insulation,6,104,Coastal,High,20,5,1.92,56,D
2882,Glass,Plumbing,8,656,Dry,High,28,8,1.86,282,C
2883,Insulation,Insulation,6,512,All,Low,29,9,0.42,248,C
2884,Brick,Finishing,8,186,Dry,Low,15,9,1.57,394,C
2885,Wood,Insulation,6,522,Coastal,Medium,16,1,1.91,365,A
2886,Plastic,Structural,9,382,Humid,High,10,5,1.72,207,D
2887,Steel,Structural,10,523,All,High,28,5,2.25,364,A
2888,Insulation,Plumbing,10,154,Dry,Medium,15,1,0.79,359,D
2889,Steel,Structural,7,651,All,Medium,9,4,0.4,163,B
2890,Insulation,Insulation,10,68,Humid,Low,19,10,2.11,229,C
2891,Wood,Insulation,9,205,Humid,High,20,10,0.85,283,B
2892,Brick,Insulation,7,343,Dry,High,25,2,1.79,120,B
2893,Aluminum,Structural,8,152,Coastal,High,5,10,0.89,95,A
2894,Brick,Structural,8,137,All,High,19,6,2.49,55,B
2895,Insulation,Insulation,7,682,Dry,Low,23,2,0.48,19,B
2896,Concrete,Insulation,8,510,Coastal,Low,14,10,2.17,243,C
2897,Concrete,Electrical,8,477,All,Medium,25,9,2.22,16,D
2898,Insulation,Finishing,6,297,All,Low,30,10,0.76,55,B
2899,Stone,Insulation,10,373,Humid,High,28,7,0.27,269,B
2900,Steel,Electrical,10,193,Dry,High,25,1,2.27,396,B
2901,Plastic,Electrical,7,284,Coastal,Medium,24,3,0.31,143,B
2902,Concrete,Plumbing,9,162,Humid,Medium,18,7,0.26,69,D
2903,Insulation,Insulation,10,951,All,High,5,9,1.57,184,D
2904,Steel,Plumbing,10,482,All,Medium,9,1,1.82,20,B
2905,Steel,Plumbing,6,399,Humid,Medium,30,4,1.48,169,A
2906,Wood,Plumbing,7,431,All,High,8,10,0.11,90,D
2907,Steel,Electrical,9,274,All,Low,13,8,0.76,322,B
2908,Glass,Plumbing,8,832,Humid,Low,24,5,1.4,135,A
2909,Plastic,Finishing,8,941,Humid,High,20,3,0.22,270,B
2910,Steel,Structural,10,840,Coastal,Medium,22,7,0.83,219,B
2911,Concrete,Structural,7,394,Coastal,High,22,5,1.99,116,A
2912,Glass,Plumbing,7,644,Coastal,Low,22,4,2.33,367,B
2913,Brick,Plumbing,6,425,Humid,Medium,6,8,1.47,265,A
2914,Glass,Plumbing,7,703,All,Medium,7,8,1.93,299,A
2915,Aluminum,Structural,10,82,Dry,High,5,9,2.29,371,A
2916,Insulation,Plumbing,9,515,Coastal,High,20,4,1.39,228,A
2917,Brick,Insulation,6,86,Coastal,High,25,8,0.77,181,B
2918,Glass,Finishing,10,870,Humid,Medium,23,5,0.74,212,A
2919,Glass,Finishing,7,938,Coastal,Medium,9,5,1.25,201,C
2920,Wood,Insulation,6,410,Dry,Low,16,3,1.27,58,A
2921,Wood,Insulation,10,123,All,Medium,7,7,1.59,272,B
2922,Stone,Structural,6,107,Humid,Low,27,6,0.83,127,D
2923,Steel,Insulation,10,159,Coastal,Low,7,9,1.14,397,C
2924,Insulation,Insulation,8,734,Dry,Low,11,5,0.27,178,C
2925,Stone,Structural,9,827,Coastal,High,28,4,0.92,10,A
2926,Steel,Insulation,8,989,Coastal,Low,10,8,0.49,141,C
2927,Plastic,Structural,6,330,Coastal,Medium,18,6,1.19,88,C
2928,Stone,Electrical,7,418,Dry,Medium,7,10,1.72,40,A
2929,Concrete,Insulation,9,601,Dry,Low,21,9,0.85,250,A
2930,Glass,Insulation,10,820,All,High,8,4,1.94,250,D
2931,Wood,Electrical,6,835,Humid,Low,15,6,2.18,170,D
2932,Stone,Electrical,10,967,Dry,High,23,5,0.46,345,B
2933,Glass,Electrical,10,57,Dry,High,8,9,2.11,143,B
2934,Glass,Electrical,9,376,Dry,Medium,7,10,1.57,351,A
2935,Concrete,Plumbing,9,172,All,Low,25,2,1.24,276,C
2936,Aluminum,Structural,7,920,All,Medium,6,10,1.28,193,A
2937,Stone,Electrical,6,427,Coastal,High,6,2,1.58,89,D
2938,Steel,Finishing,7,747,All,Medium,20,9,0.24,214,C
2939,Steel,Finishing,7,938,Humid,High,25,5,1.05,363,A
2940,Brick,Structural,7,80,Humid,Low,17,4,0.87,365,B
2941,Glass,Insulation,9,417,Humid,Low,14,2,1.81,148,C
2942,Plastic,Finishing,6,501,Humid,Low,24,4,1.17,72,C
2943,Glass,Plumbing,8,210,Dry,Medium,18,7,0.42,61,A
2944,Steel,Insulation,6,718,Dry,Medium,13,8,0.49,219,B
2945,Concrete,Plumbing,9,131,Humid,High,21,5,1.1,131,B
2946,Stone,Electrical,7,327,Coastal,Low,16,10,0.2,353,A
2947,Wood,Insulation,10,677,Coastal,High,21,9,0.25,298,C
2948,Wood,Electrical,10,239,All,Low,8,5,1.49,81,B
2949,Brick,Electrical,7,597,Humid,High,21,8,1.2,117,D
2950,Brick,Structural,10,102,Humid,Medium,5,10,0.68,134,C
2951,Concrete,Plumbing,8,679,Dry,High,6,8,0.62,143,A
2952,Insulation,Insulation,6,192,All,Low,9,6,0.19,133,B
2953,Wood,Insulation,7,609,Dry,Medium,26,7,1.61,147,C
2954,Concrete,Plumbing,6,343,Humid,High,8,2,1.3,184,D
2955,Insulation,Insulation,9,202,Coastal,Medium,13,10,0.32,16,C
2956,Glass,Structural,10,304,Humid,Low,17,10,0.26,134,C
2957,Plastic,Finishing,7,235,Dry,Low,29,10,0.93,103,A
2958,Concrete,Insulation,9,931,Humid,High,17,6,0.54,128,C
2959,Brick,Insulation,10,639,Dry,High,25,6,1.51,316,A
2960,Glass,Plumbing,6,364,Coastal,High,29,10,0.77,331,B
2961,Plastic,Plumbing,10,630,All,Medium,24,2,0.82,129,B
2962,Aluminum,Electrical,10,830,Coastal,Low,26,7,1.88,137,B
2963,Steel,Plumbing,8,513,Dry,High,21,5,2.48,371,C
2964,Glass,Structural,8,649,Coastal,Medium,23,8,0.84,184,A
2965,Glass,Plumbing,7,592,All,Low,23,4,0.93,162,B
2966,Wood,Insulation,8,979,Coastal,High,8,6,1.04,213,D
2967,Plastic,Plumbing,9,760,Dry,Low,18,8,1.71,195,A
2968,Insulation,Finishing,10,152,Coastal,High,9,10,1.07,96,D
2969,Brick,Finishing,6,609,All,Medium,17,1,0.79,264,C
2970,Steel,Plumbing,7,380,Coastal,Medium,16,2,1.64,349,C
2971,Wood,Insulation,6,980,Dry,High,25,4,0.97,79,D
2972,Aluminum,Finishing,9,206,All,Medium,29,5,0.65,261,C
2973,Steel,Electrical,10,825,Humid,High,14,10,1.0,92,A
2974,Wood,Structural,8,979,All,High,6,2,1.7,108,C
2975,Stone,Finishing,7,482,Humid,Medium,22,6,2.49,127,B
2976,Steel,Insulation,6,365,Dry,High,14,2,1.28,92,C
2977,Insulation,Electrical,7,567,All,Low,22,9,1.54,109,A
2978,Stone,Structural,6,228,Coastal,Low,23,1,1.13,215,B
2979,Aluminum,Plumbing,6,491,Coastal,High,6,4,2.47,331,D
2980,Concrete,Plumbing,6,231,Dry,Medium,10,8,1.98,105,D
2981,Plastic,Insulation,7,843,Coastal,Medium,26,8,1.29,302,B
2982,Plastic,Finishing,9,989,Humid,High,14,1,0.41,236,B
2983,Concrete,Electrical,6,590,Humid,Medium,24,1,2.09,259,A
2984,Stone,Electrical,10,420,Dry,High,21,10,0.69,68,A
2985,Plastic,Electrical,8,167,Humid,Medium,20,5,1.7,152,C
2986,Wood,Electrical,9,95,Coastal,Medium,26,7,2.02,113,C
2987,Insulation,Plumbing,7,838,Coastal,Medium,11,9,1.26,309,A
2988,Plastic,Structural,8,568,Coastal,Medium,27,1,1.97,133,A
2989,Aluminum,Plumbing,7,190,Coastal,High,27,5,0.9,312,B
2990,Glass,Electrical,10,780,Dry,Low,23,6,2.42,384,D
2991,Plastic,Electrical,7,778,All,Medium,16,5,1.62,279,C
2992,Aluminum,Finishing,9,687,Coastal,Low,27,7,1.74,197,B
2993,Concrete,Structural,8,888,Humid,Medium,26,7,1.24,304,C
2994,Wood,Plumbing,7,824,Dry,High,23,8,0.4,317,B
2995,Aluminum,Insulation,9,332,Humid,High,26,4,1.91,355,B
2996,Insulation,Insulation,9,344,All,High,6,10,0.28,42,C
2997,Stone,Plumbing,7,527,Dry,Low,8,4,2.3,62,D
2998,Glass,Structural,10,949,All,High,24,3,2.19,345,C
2999,Glass,Finishing,9,624,Humid,High,5,5,1.44,24,C
3000,Plastic,Structural,7,602,Humid,Low,26,5,0.24,75,A
3001,Steel,Plumbing,10,280,Dry,Medium,24,9,1.95,84,B
3002,Glass,Electrical,7,952,All,High,14,3,1.58,238,A
3003,Aluminum,Plumbing,6,573,Coastal,High,19,10,0.71,134,A
3004,Concrete,Finishing,6,304,All,High,25,6,0.64,303,B
3005,Brick,Electrical,8,644,Coastal,Low,15,10,0.71,128,C
3006,Stone,Finishing,9,574,Coastal,High,23,1,2.16,167,D
3007,Brick,Insulation,6,458,Dry,Low,8,3,0.27,89,C
3008,Stone,Plumbing,10,726,Coastal,Low,29,10,1.44,139,C
3009,Concrete,Electrical,6,792,All,High,29,2,0.86,326,C
3010,Stone,Plumbing,10,712,All,Low,13,8,1.39,144,A
3011,Glass,Electrical,8,415,Humid,High,22,10,0.78,302,A
3012,Steel,Insulation,7,815,Coastal,High,6,4,1.42,20,A
3013,Concrete,Plumbing,9,905,Dry,Medium,28,7,1.0,240,D
3014,Insulation,Insulation,8,764,All,High,30,9,0.27,390,B
3015,Aluminum,Plumbing,9,933,Humid,High,24,2,0.47,83,D
3016,Stone,Insulation,7,760,Humid,Low,10,9,0.18,103,C
3017,Plastic,Electrical,7,409,All,Medium,7,6,0.24,395,D
3018,Steel,Plumbing,10,574,Coastal,Low,15,10,1.52,15,A
3019,Plastic,Plumbing,6,274,Dry,High,24,3,1.32,294,D
3020,Plastic,Structural,8,972,All,High,28,5,1.22,359,A
3021,Stone,Finishing,7,204,Dry,Low,6,4,2.37,367,B
3022,Plastic,Structural,6,637,Dry,Low,23,3,1.52,218,C
3023,Glass,Structural,8,959,Coastal,Medium,14,7,2.49,190,C
3024,Brick,Structural,9,848,All,Medium,26,8,1.7,156,D
3025,Aluminum,Finishing,10,725,Humid,Low,30,1,1.52,192,B
3026,Concrete,Insulation,8,708,All,Low,22,9,0.67,263,C
3027,Brick,Insulation,7,176,Dry,Medium,25,6,2.47,359,C
3028,Steel,Insulation,9,446,Coastal,High,7,3,0.82,190,A
3029,Concrete,Insulation,8,760,Dry,Low,15,5,0.52,177,D
3030,Insulation,Plumbing,9,148,Dry,Medium,11,10,2.38,105,A
3031,Stone,Electrical,9,722,Coastal,Low,22,3,0.94,382,B
3032,Insulation,Plumbing,9,845,Humid,High,19,9,1.21,108,B
3033,Aluminum,Electrical,6,650,All,Medium,24,2,1.42,213,D
3034,Wood,Insulation,7,71,Humid,Medium,19,9,0.61,313,C
3035,Brick,Electrical,7,594,Dry,Medium,27,4,2.26,396,B
3036,Stone,Plumbing,8,322,Coastal,Medium,14,8,0.64,224,B
3037,Steel,Plumbing,7,263,Coastal,Low,14,3,2.01,227,B
3038,Brick,Insulation,9,948,All,Medium,29,5,1.25,159,C
3039,Brick,Structural,6,266,Dry,High,26,9,1.28,350,B
3040,Steel,Structural,8,461,Coastal,Low,8,5,1.87,147,A
3041,Insulation,Electrical,10,259,Dry,High,5,6,0.27,260,D
3042,Plastic,Insulation,6,222,All,High,8,7,0.84,181,B
3043,Glass,Structural,9,866,Coastal,Low,8,10,1.5,171,A
3044,Glass,Structural,10,867,Humid,Low,6,6,2.15,129,A
3045,Concrete,Electrical,8,486,Humid,Low,7,6,0.69,304,A
3046,Aluminum,Insulation,10,928,Coastal,Low,19,6,1.36,87,C
3047,Brick,Insulation,8,341,Dry,High,19,2,1.77,259,A
3048,Wood,Insulation,6,255,Humid,Medium,19,2,1.73,364,B
3049,Stone,Insulation,8,493,Humid,Medium,20,5,1.59,367,C
3050,Aluminum,Electrical,10,586,Humid,High,22,10,0.44,204,D
3051,Steel,Finishing,6,412,Coastal,High,8,7,0.44,365,A
3052,Wood,Structural,10,271,All,High,29,6,1.58,69,A
3053,Brick,Insulation,10,933,All,Low,13,7,1.92,260,A
3054,Steel,Insulation,7,114,Coastal,High,26,1,1.88,251,C
3055,Insulation,Finishing,10,196,Humid,Low,20,5,1.1,110,D
3056,Steel,Electrical,9,834,Coastal,Low,21,9,1.16,81,A
3057,Wood,Finishing,7,828,Coastal,High,10,2,2.06,50,D
3058,Stone,Structural,10,658,All,High,27,6,2.0,189,B
3059,Glass,Insulation,7,132,All,High,9,9,2.24,184,D
3060,Concrete,Insulation,9,752,All,Medium,30,10,0.2,150,D
3061,Aluminum,Structural,7,974,Humid,Low,13,3,0.19,315,D
3062,Stone,Finishing,10,407,Coastal,High,23,3,1.3,210,B
3063,Brick,Structural,6,248,Dry,Low,22,6,1.76,258,C
3064,Plastic,Plumbing,6,79,Dry,High,12,1,0.95,24,A
3065,Aluminum,Insulation,8,883,Dry,Low,14,10,1.11,45,C
3066,Brick,Structural,9,700,Coastal,High,22,9,1.85,137,B
3067,Concrete,Insulation,7,600,Humid,Medium,19,8,1.73,237,C
3068,Insulation,Electrical,9,290,Dry,Low,14,4,0.91,265,D
3069,Insulation,Electrical,6,916,Dry,Medium,13,10,0.68,120,B
3070,Plastic,Insulation,6,467,All,Medium,5,8,0.19,89,C
3071,Insulation,Finishing,10,469,Dry,Medium,24,7,1.02,149,C
3072,Plastic,Insulation,8,660,Coastal,Low,30,2,2.29,379,D
3073,Stone,Structural,6,909,Dry,Medium,26,10,0.81,14,B
3074,Aluminum,Finishing,10,150,Dry,Medium,10,6,0.49,251,B
3075,Stone,Plumbing,10,419,Humid,Low,30,3,0.3,272,C
3076,Glass,Insulation,8,365,All,Medium,12,7,2.11,393,B
3077,Aluminum,Structural,6,299,Humid,Medium,21,1,2.2,89,C
3078,Plastic,Finishing,6,343,Humid,Medium,14,5,1.93,46,B
3079,Concrete,Electrical,8,928,Dry,Low,26,10,0.3,362,B
3080,Steel,Electrical,8,526,Coastal,Low,23,4,1.98,290,A
3081,Plastic,Electrical,8,966,All,Medium,5,9,1.44,272,D
3082,Glass,Plumbing,10,93,Coastal,Low,27,6,0.91,370,A
3083,Brick,Insulation,8,547,Dry,Low,30,5,1.15,26,D
3084,Glass,Plumbing,8,983,Coastal,Low,6,10,0.37,53,A
3085,Brick,Plumbing,8,146,Coastal,Medium,10,1,1.78,121,B
3086,Aluminum,Insulation,6,766,Humid,Medium,8,5,1.9,303,D
3087,Brick,Finishing,7,978,Dry,High,9,4,1.56,377,A
3088,Wood,Structural,10,895,Dry,Low,21,5,0.3,148,A
3089,Insulation,Electrical,10,479,Humid,Low,12,2,1.43,259,A
3090,Steel,Electrical,10,501,Dry,Medium,18,2,0.7,182,D
3091,Insulation,Finishing,7,767,Humid,Medium,17,5,0.8,322,D
3092,Steel,Electrical,10,99,Humid,High,14,6,1.45,375,D
3093,Brick,Insulation,9,758,All,High,29,5,0.54,331,A
3094,Brick,Plumbing,8,293,All,High,21,6,1.54,238,C
3095,Brick,Plumbing,7,296,Coastal,High,28,4,1.71,361,B
3096,Wood,Plumbing,6,546,Dry,Low,27,6,0.22,160,A
3097,Insulation,Structural,8,381,All,Medium,12,3,0.32,206,C
3098,Brick,Insulation,7,303,All,High,12,1,0.52,230,B
3099,Wood,Structural,6,71,Coastal,High,14,9,0.77,221,C
3100,Steel,Plumbing,10,216,All,Medium,17,5,1.05,284,C
3101,Brick,Structural,8,589,All,High,21,4,2.09,67,C
3102,Wood,Electrical,10,725,Dry,Medium,17,6,2.14,20,D
